account_no,gender,age,income,loan_amount,term,installment_amount,interest_rate,credit_score_at_application,outstanding_balance,status
acc_01169448,F,27,9254,40000,48,1113,0.15,740,6824,LIVE
acc_01169870,F,31,8901,12000,48,340,0.16,710,0,PAID_UP
acc_01170890,F,41,7109,6000,36,220,0.19,610,0,PAID_UP
acc_01170981,M,36,6377,13000,48,417,0.23,530,6080,LIVE
acc_01171159,M,21,13132,45000,60,1047,0.14,810,0,PAID_UP
acc_01171282,F,23,9834,34000,48,946,0.15,770,0,PAID_UP
acc_01172660,M,30,15622,49000,48,1315,0.13,840,0,PAID_UP
acc_01173292,M,36,10744,8000,48,231,0.17,690,0,PAID_UP
acc_01176171,M,38,14972,26000,60,605,0.14,800,0,PAID_UP
acc_01176552,M,21,24160,94000,24,4082,0.04,990,0,PAID_UP
acc_01177512,M,25,5379,8000,60,230,0.24,520,1368,DEFAULT
acc_01179154,M,28,16023,33000,60,734,0.12,850,0,PAID_UP
acc_01179722,F,20,5714,18000,48,538,0.19,620,0,PAID_UP
acc_01180380,F,40,8294,6000,48,173,0.17,660,5400,LIVE
acc_01182219,F,42,5874,17000,48,526,0.21,560,0,PAID_UP
acc_01182543,F,32,4782,17000,36,649,0.22,540,0,PAID_UP
acc_01183778,F,38,8072,21000,48,606,0.17,660,0,PAID_UP
acc_01184323,M,27,22507,65000,36,2037,0.08,960,0,PAID_UP
acc_01184745,F,33,10247,21000,60,500,0.15,750,9935,LIVE
acc_01186380,M,33,22420,74000,24,3381,0.09,940,0,PAID_UP
acc_01188012,M,23,4969,16000,48,539,0.26,510,4496,DEFAULT
acc_01188061,M,18,14374,48000,60,1068,0.12,850,5443,LIVE
acc_01188316,M,35,24768,51000,48,1245,0.08,960,0,PAID_UP
acc_01189624,M,36,11744,10000,60,243,0.16,720,0,PAID_UP
acc_01191073,F,24,3445,13000,36,510,0.24,520,4283,DEFAULT
acc_01191841,M,43,11065,23000,60,572,0.17,680,0,PAID_UP
acc_01192190,F,43,14037,21000,24,998,0.13,840,0,PAID_UP
acc_01192696,M,32,6236,19000,60,536,0.23,530,0,PAID_UP
acc_01195028,M,28,14490,46000,36,1550,0.13,820,0,PAID_UP
acc_01195159,M,37,9285,31000,36,1121,0.18,640,0,PAID_UP
acc_01195693,F,26,7010,19000,48,558,0.18,650,17100,LIVE
acc_01195766,M,26,11541,36000,36,1248,0.15,750,0,PAID_UP
acc_01196019,M,27,9788,26000,72,578,0.17,680,0,PAID_UP
acc_01196028,M,34,6613,12000,36,458,0.22,540,0,PAID_UP
acc_01196174,M,26,6072,16000,60,442,0.22,540,2248,DEFAULT
acc_01198549,M,18,6862,26000,72,608,0.19,600,0,PAID_UP
acc_01198718,M,27,11371,10000,60,238,0.15,740,9000,LIVE
acc_01199163,F,22,7996,26000,24,1273,0.16,700,0,PAID_UP
acc_01199255,M,27,6584,7000,24,360,0.21,560,1643,DEFAULT
acc_01199992,F,43,9389,29000,72,629,0.16,690,14610,LIVE
acc_01200066,F,36,5476,12000,36,452,0.21,560,0,PAID_UP
acc_01200255,M,38,18492,50000,60,1112,0.12,870,0,PAID_UP
acc_01201028,M,32,19606,18000,12,1591,0.11,910,0,PAID_UP
acc_01201597,M,18,22279,41000,60,793,0.06,980,0,PAID_UP
acc_01201671,F,27,8954,35000,36,1230,0.16,730,4004,LIVE
acc_01202410,F,31,10931,32000,60,745,0.14,780,0,PAID_UP
acc_01202713,M,36,9012,9000,12,825,0.18,630,0,PAID_UP
acc_01203096,M,33,12774,31000,48,863,0.15,760,0,PAID_UP
acc_01204712,M,30,22731,71000,36,2225,0.08,950,63900,LIVE
acc_01205068,M,33,14820,15000,36,505,0.13,810,0,PAID_UP
acc_01205352,M,36,8520,20000,60,519,0.19,610,0,PAID_UP
acc_01206223,M,18,5646,5000,60,135,0.21,550,1055,DEFAULT
acc_01207041,F,57,12040,5000,36,173,0.15,740,0,PAID_UP
acc_01207182,F,23,9957,38000,72,783,0.14,770,15159,LIVE
acc_01207910,M,31,8528,8000,48,235,0.18,630,0,PAID_UP
acc_01208303,M,28,18871,58000,60,1261,0.11,910,0,PAID_UP
acc_01209194,F,32,9796,37000,48,1030,0.15,740,21179,LIVE
acc_01209240,M,29,11439,9000,36,312,0.15,730,0,PAID_UP
acc_01211643,F,47,7496,6000,48,179,0.19,610,0,PAID_UP
acc_01211816,F,32,6686,11000,60,279,0.18,620,0,PAID_UP
acc_01212509,M,18,12527,49000,36,1675,0.14,800,0,PAID_UP
acc_01214803,M,43,15905,10000,48,273,0.14,810,0,PAID_UP
acc_01216784,M,24,7308,7000,48,209,0.19,600,0,PAID_UP
acc_01217606,M,21,15540,18000,60,400,0.12,860,0,PAID_UP
acc_01218297,F,19,13662,37000,48,956,0.11,900,0,PAID_UP
acc_01219181,M,52,37440,86000,48,2020,0.06,980,0,PAID_UP
acc_01219705,M,26,10923,31000,60,754,0.16,730,0,PAID_UP
acc_01220384,F,34,3928,4000,48,135,0.26,510,0,PAID_UP
acc_01220841,M,23,13154,46000,36,1572,0.14,800,0,PAID_UP
acc_01221635,M,35,11017,23000,48,652,0.16,700,0,PAID_UP
acc_01221640,F,42,6285,13000,12,1204,0.2,580,0,PAID_UP
acc_01223136,F,29,11434,10000,48,273,0.14,800,4705,LIVE
acc_01223855,M,21,7663,9000,60,229,0.18,620,0,PAID_UP
acc_01223949,M,42,7543,11000,24,565,0.21,550,0,PAID_UP
acc_01224109,M,34,10139,22000,48,635,0.17,680,0,PAID_UP
acc_01224134,M,41,10004,30000,48,881,0.18,650,8823,LIVE
acc_01224951,F,49,12573,28000,12,2514,0.14,780,0,PAID_UP
acc_01225563,M,46,28172,61000,12,5306,0.08,950,0,PAID_UP
acc_01226524,M,40,30311,100000,72,1610,0.05,990,0,PAID_UP
acc_01226693,M,56,23203,13000,60,283,0.11,880,0,PAID_UP
acc_01226863,F,24,13024,30000,48,790,0.12,870,0,PAID_UP
acc_01227939,M,35,8324,14000,36,513,0.19,610,0,PAID_UP
acc_01228132,M,51,20917,39000,60,868,0.12,870,0,PAID_UP
acc_01228370,M,25,10095,23000,60,559,0.16,700,4838,LIVE
acc_01228570,F,24,5305,20000,72,479,0.2,590,0,PAID_UP
acc_01228885,M,52,14270,13000,24,630,0.15,740,5130,LIVE
acc_01228956,M,50,10774,24000,60,609,0.18,650,18794,LIVE
acc_01229227,M,27,15259,51000,48,1368,0.13,840,0,PAID_UP
acc_01229709,F,35,16796,46000,60,977,0.1,920,0,PAID_UP
acc_01230190,F,35,11187,8000,48,219,0.14,780,0,PAID_UP
acc_01231143,M,41,7529,20000,48,619,0.21,560,0,PAID_UP
acc_01231492,F,32,10449,33000,48,918,0.15,760,0,PAID_UP
acc_01232238,M,30,8361,32000,24,1598,0.18,620,0,PAID_UP
acc_01234868,M,28,22858,22000,60,446,0.08,960,0,PAID_UP
acc_01235310,F,35,6931,5000,60,127,0.18,620,1593,LIVE
acc_01235840,M,40,26030,16000,60,324,0.08,960,4946,LIVE
acc_01236274,F,18,14702,39000,60,829,0.1,930,0,PAID_UP
acc_01236928,F,29,20136,49000,72,767,0.04,990,0,PAID_UP
acc_01237342,M,18,12601,56000,12,5028,0.14,800,0,PAID_UP
acc_01238860,M,33,20768,69000,48,1750,0.1,920,0,PAID_UP
acc_01239699,M,18,12286,41000,60,954,0.14,790,0,PAID_UP
acc_01240025,F,39,10246,16000,48,445,0.15,740,0,PAID_UP
acc_01241158,M,28,18562,20000,60,435,0.11,900,0,PAID_UP
acc_01241295,F,52,11820,6000,48,167,0.15,750,0,PAID_UP
acc_01242465,M,37,24255,15000,36,477,0.09,950,0,PAID_UP
acc_01242502,F,28,19764,43000,60,792,0.04,990,21441,LIVE
acc_01245775,M,26,10500,29000,24,1420,0.16,710,0,PAID_UP
acc_01247610,M,25,13249,58000,60,1350,0.14,800,0,PAID_UP
acc_01247908,F,43,21943,58000,48,1389,0.07,980,27694,LIVE
acc_01247980,M,45,20892,16000,60,348,0.11,890,9979,LIVE
acc_01249892,M,21,16638,16000,60,348,0.11,890,0,PAID_UP
acc_01251927,F,34,20474,46000,36,1399,0.06,980,0,PAID_UP
acc_01252233,M,59,14349,14000,36,492,0.16,720,0,PAID_UP
acc_01253581,M,22,8846,38000,36,1355,0.17,660,0,PAID_UP
acc_01253723,F,48,16485,45000,48,1185,0.12,880,0,PAID_UP
acc_01254567,M,44,16776,17000,60,387,0.13,820,0,PAID_UP
acc_01254882,M,21,7250,28000,60,726,0.19,610,7069,DEFAULT
acc_01254987,M,49,20000,35000,48,922,0.12,860,0,PAID_UP
acc_01257836,M,37,19814,31000,36,1015,0.11,890,0,PAID_UP
acc_01259930,F,25,5392,7000,36,260,0.2,590,0,PAID_UP
acc_01260059,M,48,11975,17000,48,482,0.16,690,0,PAID_UP
acc_01260382,F,29,13581,23000,48,606,0.12,870,0,PAID_UP
acc_01260490,F,36,14452,55000,36,1827,0.12,870,21346,LIVE
acc_01261949,F,50,24453,50000,12,4303,0.06,980,0,PAID_UP
acc_01262528,F,48,10778,21000,36,738,0.16,730,0,PAID_UP
acc_01264103,M,30,6959,22000,60,595,0.21,570,0,PAID_UP
acc_01264640,M,30,24880,103000,60,2040,0.07,970,0,PAID_UP
acc_01264950,M,26,5296,12000,48,398,0.25,510,2921,DEFAULT
acc_01264997,M,42,20489,15000,24,699,0.11,890,0,PAID_UP
acc_01266857,M,31,15042,50000,24,2377,0.13,820,0,PAID_UP
acc_01267347,M,25,17052,52000,72,990,0.11,880,0,PAID_UP
acc_01268106,M,24,8560,12000,60,305,0.18,650,0,PAID_UP
acc_01268615,M,34,11679,24000,60,584,0.16,730,0,PAID_UP
acc_01268622,F,37,11795,37000,36,1265,0.14,790,18697,LIVE
acc_01269362,M,33,5896,11000,48,359,0.24,510,2655,LIVE
acc_01269413,F,31,6323,16000,60,415,0.19,610,0,PAID_UP
acc_01271669,M,51,12167,33000,60,820,0.17,690,4721,LIVE
acc_01272534,M,52,15477,37000,24,1776,0.14,770,0,PAID_UP
acc_01273233,F,40,11210,18000,60,428,0.15,760,4608,LIVE
acc_01274870,M,26,11081,48000,48,1336,0.15,730,0,PAID_UP
acc_01275615,M,33,6849,8000,48,248,0.21,550,0,PAID_UP
acc_01275693,M,19,5417,24000,48,756,0.22,540,3686,DEFAULT
acc_01277512,M,30,15821,54000,72,1084,0.13,840,0,PAID_UP
acc_01279764,F,41,10125,7000,48,198,0.16,730,0,PAID_UP
acc_01279949,F,18,7430,24000,48,680,0.16,690,0,PAID_UP
acc_01281071,M,18,7393,36000,48,1076,0.19,620,0,PAID_UP
acc_01281773,M,28,12930,23000,48,629,0.14,780,0,PAID_UP
acc_01282921,M,43,22231,55000,72,1019,0.1,910,0,PAID_UP
acc_01283604,M,27,21193,16000,60,332,0.09,940,0,PAID_UP
acc_01283865,F,27,16188,52000,48,1319,0.1,930,0,PAID_UP
acc_01283977,M,51,41810,21000,48,438,0,1000,0,PAID_UP
acc_01284124,M,23,20755,25000,48,622,0.09,950,0,PAID_UP
acc_01284664,M,30,19107,79000,72,1504,0.11,900,0,PAID_UP
acc_01285309,F,25,7121,9000,60,224,0.17,660,0,PAID_UP
acc_01285660,M,23,5863,26000,48,819,0.22,540,7771,DEFAULT
acc_01287407,F,22,16408,31000,12,2711,0.09,950,6214,LIVE
acc_01287625,M,26,19576,41000,48,1040,0.1,920,0,PAID_UP
acc_01287837,F,40,11119,23000,60,547,0.15,760,0,PAID_UP
acc_01288331,F,50,11942,17000,60,404,0.15,760,0,PAID_UP
acc_01289346,F,35,16849,35000,36,1129,0.1,920,0,PAID_UP
acc_01292221,F,32,10478,37000,24,1794,0.15,760,0,PAID_UP
acc_01292985,F,30,4763,14000,60,379,0.21,550,0,PAID_UP
acc_01296404,M,28,19115,77000,12,6770,0.1,910,0,PAID_UP
acc_01297538,F,30,12293,50000,36,1685,0.13,830,0,PAID_UP
acc_01297688,F,44,12901,11000,48,301,0.14,800,0,PAID_UP
acc_01298705,M,18,7181,6000,36,220,0.19,610,2029,LIVE
acc_01301187,M,30,14109,57000,60,1326,0.14,800,0,PAID_UP
acc_01301552,M,53,8661,17000,24,874,0.21,570,0,PAID_UP
acc_01301860,M,31,21413,83000,48,2065,0.09,930,0,PAID_UP
acc_01302384,M,26,19438,44000,60,935,0.1,920,0,PAID_UP
acc_01303136,M,29,26666,108000,60,1989,0.04,990,0,PAID_UP
acc_01304496,F,28,6872,7000,36,253,0.18,640,0,PAID_UP
acc_01305586,M,45,23646,54000,72,1000,0.1,920,0,PAID_UP
acc_01305803,M,44,12764,16000,48,453,0.16,730,11380,LIVE
acc_01306767,F,31,9601,10000,60,238,0.15,740,0,PAID_UP
acc_01306966,M,42,10074,34000,48,999,0.18,650,8423,LIVE
acc_01307472,M,42,10984,29000,36,1034,0.17,680,0,PAID_UP
acc_01309311,M,20,6985,29000,36,1063,0.19,600,0,PAID_UP
acc_01311646,M,39,7071,8000,36,306,0.22,540,0,PAID_UP
acc_01312513,M,32,7416,21000,48,639,0.2,580,0,PAID_UP
acc_01312586,F,18,17554,81000,60,1566,0.06,980,0,PAID_UP
acc_01313066,F,38,8275,10000,48,289,0.17,670,0,PAID_UP
acc_01313712,M,26,18640,20000,48,507,0.1,910,0,PAID_UP
acc_01313959,F,22,10631,39000,60,907,0.14,800,0,PAID_UP
acc_01314386,F,42,7145,6000,48,179,0.19,610,0,PAID_UP
acc_01314906,M,34,19032,52000,60,1131,0.11,890,0,PAID_UP
acc_01315262,F,33,5761,12000,60,318,0.2,580,0,PAID_UP
acc_01315362,F,56,9992,19000,36,677,0.17,680,0,PAID_UP
acc_01316558,M,23,11234,20000,12,1805,0.15,740,0,PAID_UP
acc_01317698,M,44,33870,42000,24,1824,0.04,990,0,PAID_UP
acc_01317771,F,27,12502,40000,60,910,0.13,840,0,PAID_UP
acc_01318180,F,32,15674,63000,60,1370,0.11,910,24200,LIVE
acc_01318243,F,39,11380,33000,36,1128,0.14,770,0,PAID_UP
acc_01319686,F,37,8156,31000,48,895,0.17,670,0,PAID_UP
acc_01321794,F,35,19455,58000,36,1818,0.08,970,0,PAID_UP
acc_01322525,M,36,16452,56000,60,1274,0.13,840,24133,LIVE
acc_01322899,F,18,5750,28000,60,711,0.18,620,9251,LIVE
acc_01323752,F,33,9062,34000,60,827,0.16,710,0,PAID_UP
acc_01324160,F,28,9475,21000,48,584,0.15,740,7583,LIVE
acc_01324757,F,18,18223,69000,36,2007,0.03,1000,21407,LIVE
acc_01325001,M,32,6157,17000,12,1599,0.23,530,2375,DEFAULT
acc_01325022,F,38,8890,6000,60,149,0.17,690,0,PAID_UP
acc_01325776,F,46,9088,16000,36,570,0.17,670,0,PAID_UP
acc_01328456,M,24,13194,22000,60,512,0.14,800,0,PAID_UP
acc_01329999,M,27,11483,16000,48,445,0.15,740,0,PAID_UP
acc_01330019,F,50,21689,54000,12,4697,0.08,950,0,PAID_UP
acc_01330057,F,45,8074,26000,24,1298,0.18,640,0,PAID_UP
acc_01330733,M,39,8412,9000,24,454,0.19,600,0,PAID_UP
acc_01332240,M,32,12292,44000,60,1047,0.15,750,0,PAID_UP
acc_01332251,M,41,14302,16000,24,768,0.14,780,0,PAID_UP
acc_01332384,M,29,8641,10000,60,254,0.18,640,0,PAID_UP
acc_01333954,F,45,9025,21000,60,522,0.17,670,0,PAID_UP
acc_01334512,M,32,8247,26000,48,777,0.19,610,0,PAID_UP
acc_01335717,F,29,8722,24000,36,844,0.16,710,0,PAID_UP
acc_01336424,M,31,22668,42000,72,757,0.09,950,0,PAID_UP
acc_01337784,M,48,7929,24000,48,743,0.21,550,0,PAID_UP
acc_01339996,M,43,8782,20000,60,519,0.19,600,0,PAID_UP
acc_01340616,F,18,15371,31000,48,771,0.09,940,0,PAID_UP
acc_01341915,M,45,6815,19000,60,547,0.24,520,2570,DEFAULT
acc_01342408,M,24,8972,39000,48,1125,0.17,660,0,PAID_UP
acc_01345753,M,55,21389,35000,60,779,0.12,860,0,PAID_UP
acc_01349564,F,18,9998,19000,48,519,0.14,790,5228,LIVE
acc_01350997,M,32,23500,82000,48,2002,0.08,960,0,PAID_UP
acc_01351040,F,53,8041,13000,24,655,0.19,610,3149,LIVE
acc_01352568,M,42,10117,19000,60,482,0.18,650,0,PAID_UP
acc_01353165,M,30,10187,29000,36,1034,0.17,690,0,PAID_UP
acc_01353901,M,25,7820,15000,24,756,0.19,620,5784,LIVE
acc_01354600,F,18,6217,18000,12,1650,0.18,640,0,PAID_UP
acc_01354828,M,27,8261,21000,48,617,0.18,630,6470,LIVE
acc_01355079,F,38,12712,23000,60,523,0.13,820,9669,LIVE
acc_01355211,M,23,9816,11000,48,312,0.16,700,0,PAID_UP
acc_01356046,M,21,11241,30000,60,714,0.15,750,0,PAID_UP
acc_01356076,F,51,11062,13000,60,316,0.16,730,0,PAID_UP
acc_01358161,M,23,17180,72000,12,6363,0.11,890,33771,LIVE
acc_01360132,F,34,13953,50000,36,1661,0.12,860,0,PAID_UP
acc_01361728,M,19,5271,25000,48,801,0.23,530,3445,DEFAULT
acc_01361773,F,43,12884,33000,60,768,0.14,810,0,PAID_UP
acc_01362781,F,36,20867,23000,72,381,0.06,980,6396,LIVE
acc_01366380,M,24,12552,43000,60,1001,0.14,780,0,PAID_UP
acc_01366932,M,45,17249,34000,24,1616,0.13,830,22612,LIVE
acc_01369706,F,28,10166,44000,60,1047,0.15,770,0,PAID_UP
acc_01369737,M,43,8953,23000,48,688,0.19,610,0,PAID_UP
acc_01370279,F,27,4108,3000,48,95,0.22,530,723,DEFAULT
acc_01370845,F,45,12321,15000,48,410,0.14,780,0,PAID_UP
acc_01371182,F,26,12582,34000,36,1129,0.12,850,13551,LIVE
acc_01372086,F,19,6162,20000,36,723,0.18,640,0,PAID_UP
acc_01372996,M,33,26225,77000,36,2342,0.06,980,0,PAID_UP
acc_01375283,F,42,10570,33000,48,918,0.15,740,0,PAID_UP
acc_01375577,M,37,6078,9000,24,480,0.25,510,1295,LIVE
acc_01375737,F,18,10695,27000,36,910,0.13,810,0,PAID_UP
acc_01377450,M,23,5201,11000,48,359,0.24,520,895,DEFAULT
acc_01378374,F,36,20343,19000,24,851,0.07,980,0,PAID_UP
acc_01378715,M,40,11552,26000,60,632,0.16,700,5012,LIVE
acc_01379050,M,18,15353,69000,36,2292,0.12,870,0,PAID_UP
acc_01379309,M,27,22969,93000,60,1886,0.08,960,62222,LIVE
acc_01379779,F,37,8514,24000,48,693,0.17,680,0,PAID_UP
acc_01379932,M,21,13644,33000,60,751,0.13,820,0,PAID_UP
acc_01380322,M,36,17250,38000,60,845,0.12,850,0,PAID_UP
acc_01380479,M,21,12454,54000,48,1476,0.14,790,0,PAID_UP
acc_01381649,M,36,7034,27000,24,1387,0.21,550,10241,LIVE
acc_01382205,M,38,6851,6000,60,166,0.22,540,0,PAID_UP
acc_01384431,F,32,11100,42000,48,1148,0.14,780,0,PAID_UP
acc_01386742,M,30,6158,5000,60,138,0.22,530,0,PAID_UP
acc_01386830,F,44,10260,7000,48,198,0.16,720,0,PAID_UP
acc_01387346,M,31,13816,34000,36,1162,0.14,790,0,PAID_UP
acc_01387487,F,26,4560,17000,48,526,0.21,550,0,PAID_UP
acc_01389050,M,38,9855,6000,36,217,0.18,650,0,PAID_UP
acc_01389159,F,25,11700,46000,36,1550,0.13,820,0,PAID_UP
acc_01389630,M,36,23268,24000,60,498,0.09,940,5847,LIVE
acc_01391379,F,37,8737,26000,60,646,0.17,690,0,PAID_UP
acc_01391511,M,47,8955,20000,36,733,0.19,590,6713,LIVE
acc_01391716,M,38,6369,19000,36,745,0.24,520,8045,DEFAULT
acc_01392259,M,32,13502,19000,60,442,0.14,780,0,PAID_UP
acc_01392800,M,30,13118,48000,24,2305,0.14,780,21201,LIVE
acc_01393349,M,45,7414,10000,60,276,0.22,540,2830,LIVE
acc_01393368,M,22,19260,40000,60,850,0.1,930,0,PAID_UP
acc_01393450,F,40,8974,20000,48,577,0.17,690,0,PAID_UP
acc_01393767,M,46,13018,20000,24,979,0.16,730,0,PAID_UP
acc_01394508,M,21,8133,33000,36,1193,0.18,640,0,PAID_UP
acc_01395848,M,25,14683,62000,48,1663,0.13,830,0,PAID_UP
acc_01396019,F,26,3608,4000,24,211,0.24,520,925,DEFAULT
acc_01396420,F,27,7288,25000,60,621,0.17,660,9172,LIVE
acc_01396964,M,26,20257,60000,48,1493,0.09,930,0,PAID_UP
acc_01397727,M,27,12734,13000,60,302,0.14,780,0,PAID_UP
acc_01399435,M,32,22588,55000,72,991,0.09,940,0,PAID_UP
acc_01401695,F,45,13656,27000,48,724,0.13,820,0,PAID_UP
acc_01401840,F,34,11042,24000,24,1152,0.14,780,0,PAID_UP
acc_01401858,M,31,11052,30000,36,1055,0.16,710,0,PAID_UP
acc_01402702,M,29,7124,30000,36,1115,0.2,580,7502,DEFAULT
acc_01403278,M,38,6861,8000,24,415,0.22,540,0,PAID_UP
acc_01403631,F,42,10912,27000,48,751,0.15,750,0,PAID_UP
acc_01403893,M,26,9583,37000,60,920,0.17,680,0,PAID_UP
acc_01404381,F,25,4666,9000,48,279,0.21,560,3005,DEFAULT
acc_01404781,M,28,12662,51000,36,1743,0.14,770,0,PAID_UP
acc_01404965,F,36,16011,59000,36,1932,0.11,900,0,PAID_UP
acc_01405479,M,37,16620,42000,60,956,0.13,840,0,PAID_UP
acc_01406722,F,24,7403,26000,48,750,0.17,670,0,PAID_UP
acc_01406848,M,43,16376,32000,60,728,0.13,820,0,PAID_UP
acc_01407778,M,39,6250,20000,12,1901,0.25,510,3382,DEFAULT
acc_01407911,M,18,12694,40000,24,1921,0.14,800,0,PAID_UP
acc_01407953,F,25,16472,25000,48,622,0.09,940,0,PAID_UP
acc_01409256,M,26,6974,23000,24,1171,0.2,580,0,PAID_UP
acc_01410242,F,48,10201,18000,36,633,0.16,710,0,PAID_UP
acc_01410951,M,24,6671,7000,60,185,0.2,570,0,PAID_UP
acc_01411770,M,46,18269,48000,48,1288,0.13,840,0,PAID_UP
acc_01411896,M,28,11936,40000,60,952,0.15,750,0,PAID_UP
acc_01412689,F,41,10634,11000,48,306,0.15,740,0,PAID_UP
acc_01413468,F,31,19822,31000,48,728,0.06,980,14553,LIVE
acc_01413725,M,34,23716,35000,60,727,0.09,950,0,PAID_UP
acc_01414386,F,25,12096,32000,36,1078,0.13,840,0,PAID_UP
acc_01414559,M,49,14261,43000,60,1023,0.15,750,12497,LIVE
acc_01415045,M,47,19167,57000,60,1268,0.12,850,0,PAID_UP
acc_01415678,M,31,23445,61000,60,1237,0.08,960,29369,LIVE
acc_01416818,M,24,6393,24000,48,743,0.21,560,7255,DEFAULT
acc_01417325,F,18,4338,18000,60,477,0.2,570,3774,LIVE
acc_01417746,F,18,15690,36000,48,896,0.09,950,0,PAID_UP
acc_01418019,F,29,10036,42000,48,1169,0.15,760,0,PAID_UP
acc_01418211,M,49,16777,15000,48,410,0.14,810,4601,LIVE
acc_01421602,M,58,16485,41000,36,1401,0.14,770,12981,LIVE
acc_01422045,F,35,11206,34000,48,929,0.14,780,0,PAID_UP
acc_01423625,F,31,12577,21000,48,563,0.13,830,0,PAID_UP
acc_01423723,F,19,15993,22000,48,547,0.09,950,0,PAID_UP
acc_01426846,M,41,30189,79000,36,2403,0.06,980,8917,LIVE
acc_01426917,F,30,14321,44000,60,957,0.11,880,25859,LIVE
acc_01427713,M,22,9411,17000,60,422,0.17,690,0,PAID_UP
acc_01427756,M,41,18237,34000,60,756,0.12,860,17348,LIVE
acc_01428053,M,33,8394,8000,60,208,0.19,610,0,PAID_UP
acc_01428220,M,34,14164,40000,60,931,0.14,790,5720,LIVE
acc_01429233,M,29,11636,36000,36,1248,0.15,740,4706,LIVE
acc_01429291,M,32,18317,71000,24,3309,0.11,880,0,PAID_UP
acc_01430051,M,39,15441,33000,24,1584,0.14,810,0,PAID_UP
acc_01430076,M,30,21837,56000,60,1162,0.09,940,0,PAID_UP
acc_01431275,F,34,7850,25000,60,621,0.17,660,5673,LIVE
acc_01431812,M,47,13543,8000,12,722,0.15,740,0,PAID_UP
acc_01431864,M,21,6706,20000,36,743,0.2,580,0,PAID_UP
acc_01432068,M,26,9600,25000,48,721,0.17,680,0,PAID_UP
acc_01432235,F,18,16549,26000,72,456,0.08,970,0,PAID_UP
acc_01432324,M,18,15334,41000,60,912,0.12,870,0,PAID_UP
acc_01432458,M,18,10515,10000,12,903,0.15,740,3218,LIVE
acc_01432522,F,36,5580,6000,36,226,0.21,560,0,PAID_UP
acc_01432709,F,18,12168,32000,72,626,0.12,860,0,PAID_UP
acc_01433525,M,38,11214,23000,60,559,0.16,700,11037,LIVE
acc_01434622,F,26,10011,20000,48,557,0.15,770,0,PAID_UP
acc_01434744,M,25,25928,61000,60,1017,0,1000,0,PAID_UP
acc_01435651,M,22,13061,21000,60,489,0.14,800,13209,LIVE
acc_01437386,M,38,11870,30000,72,651,0.16,720,0,PAID_UP
acc_01437392,F,32,20315,50000,48,1151,0.05,990,0,PAID_UP
acc_01437640,M,42,6892,11000,48,353,0.23,530,0,PAID_UP
acc_01438198,M,27,24858,99000,36,3012,0.06,980,0,PAID_UP
acc_01439030,F,35,19806,33000,48,790,0.07,970,0,PAID_UP
acc_01439060,F,18,17700,36000,48,829,0.05,990,0,PAID_UP
acc_01440113,F,40,4421,8000,36,322,0.26,510,0,PAID_UP
acc_01440275,M,37,30051,23000,36,679,0.04,990,0,PAID_UP
acc_01440962,M,34,11697,25000,24,1224,0.16,730,16857,LIVE
acc_01441552,F,18,14373,36000,36,1162,0.1,920,0,PAID_UP
acc_01442963,M,37,17372,48000,48,1264,0.12,850,0,PAID_UP
acc_01443803,M,20,18214,76000,60,1615,0.1,920,0,PAID_UP
acc_01444619,F,44,10377,26000,60,632,0.16,730,6270,LIVE
acc_01445401,M,29,6627,6000,36,226,0.21,560,2054,DEFAULT
acc_01446543,F,35,12727,23000,60,523,0.13,820,0,PAID_UP
acc_01446817,M,44,24155,76000,60,1615,0.1,930,0,PAID_UP
acc_01448218,M,29,13951,12000,48,328,0.14,800,0,PAID_UP
acc_01448430,M,34,17617,57000,24,2683,0.12,870,0,PAID_UP
acc_01449959,F,24,14026,57000,48,1473,0.11,890,0,PAID_UP
acc_01450142,F,35,19340,34000,36,1065,0.08,960,0,PAID_UP
acc_01450286,M,28,7900,23000,48,688,0.19,610,0,PAID_UP
acc_01451122,M,44,7595,15000,60,406,0.21,550,3809,LIVE
acc_01451458,F,44,7663,7000,24,349,0.18,630,0,PAID_UP
acc_01451486,M,40,6103,20000,60,623,0.28,500,6487,LIVE
acc_01452242,F,43,9531,21000,48,595,0.16,700,0,PAID_UP
acc_01454166,M,29,10234,22000,36,773,0.16,690,0,PAID_UP
acc_01455080,F,27,11204,23000,60,535,0.14,800,0,PAID_UP
acc_01455484,M,19,15055,31000,60,690,0.12,860,0,PAID_UP
acc_01455662,M,39,23098,54000,48,1370,0.1,930,0,PAID_UP
acc_01456792,M,33,28811,77000,72,1136,0.02,1000,12490,LIVE
acc_01456859,M,48,9838,12000,36,434,0.18,620,0,PAID_UP
acc_01457135,M,18,9933,28000,60,681,0.16,720,0,PAID_UP
acc_01457188,M,44,10672,33000,24,1632,0.17,660,0,PAID_UP
acc_01462030,M,28,6782,16000,36,603,0.21,570,12661,LIVE
acc_01464924,M,46,15452,32000,36,1094,0.14,790,0,PAID_UP
acc_01465300,F,24,7193,26000,36,927,0.17,670,0,PAID_UP
acc_01466306,F,45,12480,17000,60,396,0.14,790,11924,LIVE
acc_01466484,F,47,15327,25000,24,1177,0.12,850,0,PAID_UP
acc_01467659,M,24,25442,39000,60,684,0.02,1000,0,PAID_UP
acc_01468137,M,32,11873,35000,48,974,0.15,740,0,PAID_UP
